Movie_Title,Year,Rating,Runtime(Mins),main_genre
Any Given Sunday,1999,6.9,162,Drama
He Got Game,1998,6.9,136,Drama
What Dreams May Come,1998,6.9,113,Drama
Velvet Goldmine,1998,6.9,118,Drama
That Thing You Do!,1996,6.9,108,Comedy
Fly Away Home,1996,6.9,107,Adventure
Babe,1995,6.9,91,Comedy
Homeward Bound: The Incredible Journey,1993,6.9,84,Adventure
Naked Lunch,1991,6.9,115,Drama
My Girl,1991,6.9,102,Comedy
Scrooged,1988,6.9,101,Comedy
Beaches,1988,6.9,123,Comedy
Fatal Attraction,1987,6.9,119,Drama
Ladyhawke,1985,6.9,121,Adventure
Ultimo tango a Parigi,1972,6.9,129,Drama
Play Misty for Me,1971,6.9,102,Drama
Love Story,1970,6.9,100,Drama
Arctic,2018,6.8,98,Adventure
A Ghost Story,2017,6.8,92,Drama
Calibre,2018,6.8,101,Drama
Wildlife,2018,6.8,105,Drama
To the Bone,2017,6.8,107,Drama
Under the Shadow,2016,6.8,84,Drama
The Diary of a Teenage Girl,2015,6.8,102,Comedy
Man Up,2015,6.8,88,Comedy
Draft Day,2014,6.8,110,Drama
Trouble with the Curve,2012,6.8,111,Drama
The First Time,2012,6.8,95,Comedy
Stoker,2013,6.8,99,Drama
The Vow,2012,6.8,104,Drama
Contagion,2011,6.8,106,Drama
The Skeleton Twins,2014,6.8,93,Comedy
Anonymous,2011,6.8,130,Drama
Goon,2011,6.8,92,Comedy
Salmon Fishing in the Yemen,2011,6.8,107,Comedy
The Debt,2010,6.8,113,Drama
Adventureland,2009,6.8,107,Comedy
Sunshine Cleaning,2008,6.8,91,Comedy
Rendition,2007,6.8,122,Drama
Dan in Real Life,2007,6.8,98,Comedy
The Tree of Life,2011,6.8,139,Drama
The Hunting Party,2007,6.8,101,Adventure
Before We Go,2014,6.8,95,Comedy
The Lake House,2006,6.8,99,Drama
Primer,2004,6.8,77,Drama
50 First Dates,2004,6.8,99,Comedy
Thirteen,2003,6.8,100,Drama
Rent,2005,6.8,135,Drama
One Hour Photo,2002,6.8,96,Drama
The Family Man,2000,6.8,125,Comedy
Ginger Snaps,2000,6.8,108,Drama
Bringing Out the Dead,1999,6.8,121,Drama
Idioterne,1998,6.8,117,Comedy
Cruel Intentions,1999,6.8,97,Drama
Stepmom,1998,6.8,125,Comedy
Lolita,1997,6.8,137,Drama
Great Expectations,1998,6.8,111,Drama
Bulworth,1998,6.8,108,Comedy
The Ghost and the Darkness,1996,6.8,110,Adventure
The American President,1995,6.8,114,Comedy
Sleepless in Seattle,1993,6.8,105,Comedy
Working Girl,1988,6.8,113,Comedy
Heartbreak Ridge,1986,6.8,130,Drama
Rocky IV,1985,6.8,91,Drama
Rocky III,1982,6.8,99,Drama
Saturday Night Fever,1977,6.8,118,Drama
Emma.,2020,6.7,124,Comedy
Three Thousand Years of Longing,2022,6.7,108,Drama
The Lost Daughter,2021,6.7,121,Drama
The Way Back,2020,6.7,108,Drama
The Call of the Wild,2020,6.7,100,Adventure
The Professor,2018,6.7,90,Comedy
Hillbilly Elegy,2020,6.7,116,Drama
Moxie,2021,6.7,111,Comedy
Collateral Beauty,2016,6.7,97,Drama
Purple Hearts,2022,6.7,122,Drama
Popstar: Never Stop Never Stopping,2016,6.7,87,Comedy
The Tender Bar,2021,6.7,106,Drama
Obvious Child,2014,6.7,84,Comedy
Mistress America,2015,6.7,84,Comedy
Jeune et jolie,2013,6.7,95,Drama
Clouds of Sils Maria,2014,6.7,124,Drama
Jab Tak Hai Jaan,2012,6.7,198,Drama
Miss Peregrine's Home for Peculiar Children,2016,6.7,127,Adventure
Liberal Arts,2012,6.7,97,Comedy
Your Sister's Sister,2011,6.7,90,Comedy
Killer Joe,2011,6.7,102,Drama
The Hunter,2011,6.7,102,Adventure
Happythankyoumoreplease,2010,6.7,100,Comedy
This Must Be the Place,2011,6.7,118,Adventure
If I Stay,2014,6.7,107,Drama
Seeking a Friend for the End of the World,2012,6.7,101,Adventure
The Company Men,2010,6.7,104,Drama
Rachel Getting Married,2008,6.7,113,Drama
The Proposal,2009,6.7,108,Comedy
Ghost Town,2008,6.7,102,Comedy
The Jane Austen Book Club,2007,6.7,106,Comedy
2 Days in Paris,2007,6.7,96,Comedy
Love & Other Drugs,2010,6.7,112,Comedy
Fido,2006,6.7,93,Comedy
Hairspray,2007,6.7,117,Comedy
Just Like Heaven,2005,6.7,95,Comedy
Imagine Me & You,2005,6.7,90,Comedy
The Exorcism of Emily Rose,2005,6.7,119,Drama
Where the Wild Things Are,2009,6.7,101,Adventure
Goal!,2005,6.7,118,Drama
Something's Gotta Give,2003,6.7,128,Comedy
Saved!,2004,6.7,92,Comedy
Under the Tuscan Sun,2003,6.7,113,Comedy
Bend It Like Beckham,2002,6.7,112,Comedy
The Girl Next Door,2004,6.7,109,Comedy
Unfaithful,2002,6.7,124,Drama
Bridget Jones's Diary,2001,6.7,97,Comedy
Sweet November,2001,6.7,119,Drama
Where the Heart Is,2000,6.7,120,Comedy
But I'm a Cheerleader,1999,6.7,85,Comedy
The Legend of Bagger Vance,2000,6.7,126,Drama
"Mystery, Alaska",1999,6.7,119,Comedy
You've Got Mail,1998,6.7,119,Comedy
Blast from the Past,1999,6.7,112,Comedy
The Shipping News,2001,6.7,111,Drama
City of Angels,1998,6.7,114,Drama
Sliding Doors,1998,6.7,99,Comedy
Primary Colors,1998,6.7,143,Comedy
Romeo + Juliet,1996,6.7,120,Drama
Marvin's Room,1996,6.7,98,Drama
While You Were Sleeping,1995,6.7,103,Comedy
A Walk in the Clouds,1995,6.7,102,Drama
Now and Then,1995,6.7,100,Comedy
Empire Records,1995,6.7,90,Comedy
Don Juan DeMarco,1994,6.7,97,Comedy
The Man Without a Face,1993,6.7,115,Drama
Singles,1992,6.7,99,Comedy
The Hand That Rocks the Cradle,1992,6.7,110,Drama
Cronos,1993,6.7,94,Drama
Regarding Henry,1991,6.7,108,Drama
L.A. Story,1991,6.7,95,Comedy
Frankie and Johnny,1991,6.7,118,Comedy
Mermaids,1990,6.7,110,Comedy
Can't Buy Me Love,1987,6.7,94,Comedy
Pretty in Pink,1986,6.7,97,Comedy
Cocoon,1985,6.7,117,Comedy
THX 1138,1971,6.7,86,Drama
The Green Knight,2021,6.6,130,Adventure
Happiest Season,2020,6.6,102,Comedy
I'm Thinking of Ending Things,2020,6.6,134,Drama
Glass,2019,6.6,129,Drama
Disobedience,2017,6.6,114,Drama
Ingrid Goes West,2017,6.6,98,Comedy
Midnight Sun,2018,6.6,91,Drama
Fatherhood,2021,6.6,109,Comedy
Café Society,2016,6.6,96,Comedy
Max,2015,6.6,111,Adventure
"Men, Women & Children",2014,6.6,119,Comedy
Wish I Was Here,2014,6.6,106,Comedy
Burnt,2015,6.6,101,Comedy
Nymphomaniac: Vol. II,2013,6.6,124,Drama
Bad Words,2013,6.6,89,Comedy
Promised Land,2012,6.6,106,Drama
The Best of Me,2014,6.6,118,Drama
The Immigrant,2013,6.6,120,Drama
Anna Karenina,2012,6.6,129,Drama
Arbitrage,2012,6.6,107,Drama
Like Crazy,2011,6.6,86,Drama
Safe Haven,2013,6.6,115,Drama
Elysium,2013,6.6,109,Action
The Odd Life of Timothy Green,2012,6.6,105,Comedy
Celeste & Jesse Forever,2012,6.6,92,Comedy
This Is Where I Leave You,2014,6.6,103,Comedy
The Beaver,2011,6.6,91,Drama
Malcolm & Marie,2021,6.6,106,Drama
Last Vegas,2013,6.6,105,Comedy
Titane,2021,6.6,108,Drama
Nick and Norah's Infinite Playlist,2008,6.6,90,Comedy
My Blueberry Nights,2007,6.6,95,Drama
Chaos Theory,2007,6.6,87,Comedy
Take the Lead,2006,6.6,118,Drama
Dreamgirls,2006,6.6,130,Drama
A Lot Like Love,2005,6.6,107,Comedy
The Weather Man,2005,6.6,102,Comedy
The Lovely Bones,2009,6.6,135,Drama
May,2002,6.6,93,Comedy
The Rules of Attraction,2002,6.6,110,Comedy
My Big Fat Greek Wedding,2002,6.6,95,Comedy
The Beach,2000,6.6,119,Adventure
For Love of the Game,1999,6.6,137,Drama
The Parent Trap,1998,6.6,128,Adventure
A Civil Action,1998,6.6,115,Drama
Gummo,1997,6.6,89,Comedy
Emma,1996,6.6,120,Comedy
"To Wong Foo Thanks for Everything, Julie Newmar",1995,6.6,109,Comedy
French Kiss,1995,6.6,111,Comedy
Reality Bites,1994,6.6,99,Comedy
Heavyweights,1995,6.6,100,Comedy
The Mosquito Coast,1986,6.6,117,Adventure
Footloose,1984,6.6,107,Drama
Mr. Mom,1983,6.6,91,Comedy
The Hunger,1983,6.6,97,Drama
Annie,1982,6.6,126,Comedy
Victory,1981,6.6,116,Drama
The Man Who Fell to Earth,1976,6.6,139,Drama
Silent Running,1972,6.6,89,Drama
Torn Curtain,1966,6.6,128,Drama
Da 5 Bloods,2020,6.5,154,Adventure
Last Christmas,2019,6.5,103,Comedy
His House,2020,6.5,93,Drama
It Chapter Two,2019,6.5,169,Drama
Oxygène,2021,6.5,100,Drama
Late Night,2019,6.5,102,Comedy
Dumplin',2018,6.5,110,Comedy
All the Bright Places,2020,6.5,107,Drama
The Choice,2016,6.5,111,Drama
Gerald's Game,2017,6.5,103,Drama
Sleeping with Other People,2015,6.5,101,Comedy
Magic in the Moonlight,2014,6.5,97,Comedy
The Second Best Exotic Marigold Hotel,2015,6.5,122,Comedy
Mowgli,2018,6.5,104,Adventure
Barefoot,2014,6.5,90,Comedy
Don Jon,2013,6.5,90,Comedy
Upstream Color,2013,6.5,96,Drama
Entourage,2015,6.5,104,Comedy
The Art of Getting By,2011,6.5,83,Drama
Take This Waltz,2011,6.5,116,Comedy
"Jeff, Who Lives at Home",2011,6.5,83,Comedy
Byzantium,2012,6.5,118,Drama
Bridget Jones's Baby,2016,6.5,123,Comedy
Last Night,2010,6.5,93,Drama
Due Date,2010,6.5,95,Comedy
It's Complicated,2009,6.5,121,Comedy
Hereafter,2010,6.5,129,Drama
Morning Glory,2010,6.5,107,Comedy
Dog,2022,6.5,101,Comedy
Life as We Know It,2010,6.5,115,Comedy
Letters to Juliet,2010,6.5,105,Adventure
Antichrist,2009,6.5,108,Drama
Youth in Revolt,2009,6.5,90,Comedy
The Sisterhood of the Traveling Pants,2005,6.5,119,Comedy
Casanova,2005,6.5,112,Adventure
In Her Shoes,2005,6.5,130,Comedy
In Good Company,2004,6.5,110,Comedy
Mona Lisa Smile,2003,6.5,117,Drama
Changing Lanes,2002,6.5,98,Drama
Varsity Blues,1999,6.5,106,Comedy
Instinct,1999,6.5,126,Drama
One Fine Day,1996,6.5,108,Comedy
The Santa Clause,1994,6.5,97,Comedy
Nell,1994,6.5,112,Drama
Miracle on 34th Street,1994,6.5,114,Drama
The Mighty Ducks,1992,6.5,104,Comedy
Flatliners,1990,6.5,115,Drama
Atrangi Re,2021,6.4,138,Comedy
On the Rocks,2020,6.4,96,Comedy
Ghost Stories,2017,6.4,98,Drama
The Ottoman Lieutenant,2017,6.4,106,Drama
The Space Between Us,2017,6.4,120,Drama
Cake,2014,6.4,102,Drama
Il racconto dei racconti - Tale of Tales,2015,6.4,134,Drama
Love & Friendship,2016,6.4,90,Comedy
Black Sea,2014,6.4,114,Adventure
The Mountain Between Us,2017,6.4,112,Drama
A Bigger Splash,2015,6.4,125,Drama
Laggies,2014,6.4,99,Comedy
Thanks for Sharing,2012,6.4,112,Comedy
Step Up Revolution,2012,6.4,99,Drama
Grudge Match,2013,6.4,113,Comedy
Our Idiot Brother,2011,6.4,90,Comedy
The Woman in Black,2012,6.4,95,Drama
Everything Must Go,2010,6.4,97,Drama
Monsters,2010,6.4,94,Adventure
Stake Land,2010,6.4,98,Drama
Charlie St. Cloud,2010,6.4,100,Drama
The Company You Keep,2012,6.4,125,Drama
The Joneses,2009,6.4,96,Comedy
Burlesque,2010,6.4,119,Drama
Choke,2008,6.4,92,Comedy
He's Just Not That Into You,2009,6.4,129,Comedy
The Experiment,2010,6.4,96,Drama
17 Again,2009,6.4,102,Comedy
Snitch,2013,6.4,112,Action
The Giver,2014,6.4,97,Drama
The Last Kiss,2006,6.4,115,Comedy
In the Land of Women,2007,6.4,97,Comedy
Click,2006,6.4,107,Comedy
Melinda and Melinda,2004,6.4,99,Comedy
Spanglish,2004,6.4,131,Comedy
Shortbus,2006,6.4,101,Comedy
Beyond Borders,2003,6.4,127,Adventure
The Good Girl,2002,6.4,93,Drama
Hard Ball,2001,6.4,106,Comedy
Keeping the Faith,2000,6.4,128,Comedy
Along Came a Spider,2001,6.4,104,Drama
Rules of Engagement,2000,6.4,128,Drama
Big Daddy,1999,6.4,93,Comedy
Tin Cup,1996,6.4,135,Comedy
Phenomenon,1996,6.4,123,Drama
Crash,1996,6.4,100,Drama
The Craft,1996,6.4,101,Drama
It Could Happen to You,1994,6.4,101,Comedy
The Good Son,1993,6.4,87,Drama
Single White Female,1992,6.4,107,Drama
Lord of the Flies,1990,6.4,90,Adventure
Always,1989,6.4,122,Drama
Peggy Sue Got Married,1986,6.4,103,Comedy
The Great Gatsby,1974,6.4,144,Drama
Dýrið,2021,6.3,106,Drama
Prospect,2018,6.3,100,Adventure
The Beguiled,2017,6.3,93,Drama
"Everything, Everything",2017,6.3,96,Drama
Cargo,2017,6.3,105,Drama
Delivery Man,2013,6.3,105,Comedy
Third Person,2013,6.3,137,Drama
Hours,2013,6.3,97,Drama
Young Adult,2011,6.3,94,Comedy
Hope Springs,2012,6.3,100,Comedy
Somewhere,2010,6.3,97,Comedy
Upside Down,2012,6.3,109,Drama
Cyrus,2010,6.3,91,Comedy
Funny People,2009,6.3,146,Comedy
You Will Meet a Tall Dark Stranger,2010,6.3,98,Comedy
To All the Boys: Always and Forever,2021,6.3,109,Comedy
"Angus, Thongs and Perfect Snogging",2008,6.3,100,Comedy
Take Me Home Tonight,2011,6.3,114,Comedy
No Reservations,2007,6.3,104,Comedy
A Long Way Down,2014,6.3,96,Comedy
Stick It,2006,6.3,103,Comedy
Tideland,2005,6.3,120,Drama
Elizabethtown,2005,6.3,123,Comedy
The Family Stone,2005,6.3,103,Comedy
Barbershop,2002,6.3,102,Comedy
Hart's War,2002,6.3,125,Drama
Rock Star,2001,6.3,105,Drama
Celebrity,1998,6.3,113,Comedy
My Best Friend's Wedding,1997,6.3,105,Comedy
Sabrina,1995,6.3,127,Comedy
Frankenstein,1994,6.3,123,Drama
Forever Young,1992,6.3,102,Drama
Doc Hollywood,1991,6.3,104,Comedy
Mystic Pizza,1988,6.3,104,Comedy
St. Elmo's Fire,1985,6.3,110,Drama
The Perfection,2018,6.2,90,Drama
Wonder Wheel,2017,6.2,101,Drama
The Discovery,2017,6.2,102,Drama
Colossal,2016,6.2,109,Comedy
Krampus,2015,6.2,98,Comedy
Girls Trip,2017,6.2,122,Adventure
Before I Wake,2016,6.2,97,Drama
Trainwreck,2015,6.2,125,Comedy
The Shack,2017,6.2,132,Drama
Blockers,2018,6.2,102,Comedy
Palo Alto,2013,6.2,100,Drama
Endless Love,2014,6.2,104,Drama
Maps to the Stars,2014,6.2,111,Comedy
Adoration,2013,6.2,112,Drama
American Mary,2012,6.2,103,Drama
This Is 40,2012,6.2,134,Comedy
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,81,Comedy
A Little Bit of Heaven,2011,6.2,107,Comedy
Jug Jugg Jeeyo,2022,6.2,148,Comedy
Frozen,2010,6.2,93,Adventure
Diary of a Wimpy Kid,2010,6.2,94,Comedy
The Five-Year Engagement,2012,6.2,124,Comedy
Don't Worry Darling,2022,6.2,123,Drama
Wall Street: Money Never Sleeps,2010,6.2,133,Drama
Step Up 2: The Streets,2008,6.2,98,Drama
The Sisterhood of the Traveling Pants 2,2008,6.2,119,Comedy
Sydney White,2007,6.2,108,Comedy
"New York, I Love You",2008,6.2,103,Comedy
The Nanny Diaries,2007,6.2,106,Comedy
Man of the Year,2006,6.2,115,Comedy
Prime,2005,6.2,105,Comedy
Alfie,2004,6.2,103,Comedy
Shall We Dance?,2004,6.2,106,Comedy
Fever Pitch,2005,6.2,104,Comedy
The Human Stain,2003,6.2,106,Drama
Jersey Girl,2004,6.2,102,Comedy
Orange County,2002,6.2,82,Comedy
Save the Last Dance,2001,6.2,112,Drama
Message in a Bottle,1999,6.2,126,Drama
Practical Magic,1998,6.2,104,Comedy
Fear,1996,6.2,97,Drama
Wolf,1994,6.2,125,Drama
Sleeping with the Enemy,1991,6.2,99,Drama
Flashdance,1983,6.2,95,Drama
Book Club,2018,6.1,104,Comedy
I Kill Giants,2017,6.1,106,Drama
We Are Your Friends,2015,6.1,96,Drama
A Hologram for the King,2016,6.1,98,Comedy
Drinking Buddies,2013,6.1,90,Comedy
Dear White People,2014,6.1,108,Comedy
Magic Mike,2012,6.1,110,Comedy
She's Funny That Way,2014,6.1,93,Comedy
Friends with Kids,2011,6.1,107,Comedy
10 Years,2011,6.1,110,Comedy
Larry Crowne,2011,6.1,98,Comedy
Beautiful Creatures,2013,6.1,124,Drama
Men,2022,6.1,100,Drama
Coriolanus,2011,6.1,123,Drama
Greenberg,2010,6.1,107,Comedy
Step Up 3D,2010,6.1,107,Drama
Wild Child,2008,6.1,98,Comedy
The Switch,2010,6.1,101,Comedy
Bug,2006,6.1,102,Drama
The Rum Diary,2011,6.1,119,Comedy
The Final Cut,2004,6.1,95,Drama
Uptown Girls,2003,6.1,92,Comedy
S1m0ne,2002,6.1,117,Comedy
The Tailor of Panama,2001,6.1,109,Comedy
28 Days,2000,6.1,103,Comedy
Edtv,1999,6.1,122,Comedy
Fools Rush In,1997,6.1,109,Comedy
The Cable Guy,1996,6.1,96,Comedy
Disclosure,1994,6.1,128,Drama
D2: The Mighty Ducks,1994,6.1,106,Comedy
3 Men and a Baby,1987,6.1,102,Comedy
To All the Boys: P.S. I Still Love You,2020,6.0,101,Comedy
The Princess Switch,2018,6.0,101,Comedy
Destination Wedding,2018,6.0,87,Comedy
War Machine,2017,6.0,122,Comedy
Love,2015,6.0,135,Drama
Equals,2015,6.0,101,Drama
The Machine,2013,6.0,91,Action
Z for Zachariah,2015,6.0,98,Drama
The Last Song,2010,6.0,108,Drama
How to Be Single,2016,6.0,110,Comedy
Jayeshbhai Jordaar,2022,6.0,121,Comedy
Nights in Rodanthe,2008,6.0,97,Drama
Nim's Island,2008,6.0,96,Adventure
Ice Princess,2005,6.0,98,Comedy
Leatherheads,2008,6.0,114,Comedy
Raising Helen,2004,6.0,119,Comedy
On the Road,2012,6.0,124,Adventure
Bridget Jones: The Edge of Reason,2004,6.0,108,Comedy
Shallow Hal,2001,6.0,114,Comedy
Never Been Kissed,1999,6.0,107,Comedy
Pushing Tin,1999,6.0,124,Comedy
Hope Floats,1998,6.0,114,Drama
The Indian in the Cupboard,1995,6.0,96,Drama
Indecent Proposal,1993,6.0,117,Drama
Free Willy,1993,6.0,112,Adventure
Step Up All In,2014,5.9,112,Drama
Into the Woods,2014,5.9,125,Adventure
Victor Frankenstein,2015,5.9,110,Drama
Rock of Ages,2012,5.9,123,Comedy
Gehraiyaan,2022,5.9,148,Drama
The Prom,2020,5.9,130,Comedy
Georgia Rule,2007,5.9,113,Comedy
Catch and Release,2006,5.9,124,Comedy
Dirty Dancing: Havana Nights,2004,5.9,86,Drama
Drumline,2002,5.9,118,Comedy
Joe Dirt,2001,5.9,91,Adventure
Captain Corelli's Mandolin,2001,5.9,131,Drama
Drop Dead Fred,1991,5.9,103,Comedy
Cocktail,1988,5.9,104,Comedy
Nine 1/2 Weeks,1986,5.9,117,Drama
Home Again,2017,5.8,97,Comedy
The Cobbler,2014,5.8,99,Comedy
Sierra Burgess Is a Loser,2018,5.8,105,Comedy
Second Act,2018,5.8,103,Comedy
Carrie,2013,5.8,100,Drama
The Guilt Trip,2012,5.8,95,Comedy
To the Wonder,2012,5.8,112,Drama
The Divide,2011,5.8,112,Drama
Table 19,2017,5.8,87,Comedy
Downsizing,2017,5.8,135,Drama
Spread,2009,5.8,97,Comedy
Footloose,2011,5.8,113,Comedy
Nine,2009,5.8,118,Drama
The Wolfman,2010,5.8,103,Drama
A Thousand Words,2012,5.8,91,Comedy
Something Borrowed,2011,5.8,112,Comedy
Goal II: Living the Dream,2007,5.8,115,Adventure
The Break-Up,2006,5.8,106,Comedy
Friends with Money,2006,5.8,88,Comedy
Open Water,2003,5.8,79,Adventure
What a Girl Wants,2003,5.8,105,Comedy
Ken Park,2002,5.8,93,Drama
Babe: Pig in the City,1998,5.8,97,Adventure
54,1998,5.8,93,Drama
Jack,1996,5.8,113,Comedy
The Blue Lagoon,1980,5.8,104,Adventure
Salò o le 120 giornate di Sodoma,1975,5.8,117,Drama
Child's Play,2019,5.7,90,Drama
Aftermath,2017,5.7,94,Drama
Admission,2013,5.7,108,Comedy
What to Expect When You're Expecting,2012,5.7,110,Comedy
Persuasion,2022,5.7,108,Drama
Death at a Funeral,2010,5.7,92,Comedy
Sex and the City,2008,5.7,145,Comedy
Four Christmases,2008,5.7,88,Comedy
Blue Crush,2002,5.7,104,Drama
Friday After Next,2002,5.7,85,Comedy
Coyote Ugly,2000,5.7,100,Comedy
Michael,1996,5.7,105,Comedy
Beethoven,1992,5.7,87,Comedy
Short Circuit 2,1988,5.7,110,Comedy
The Marksman,2021,5.6,108,Drama
Mother's Day,2016,5.6,118,Comedy
47 Meters Down,2017,5.6,89,Adventure
Magic Mike XXL,2015,5.6,115,Comedy
Knight of Cups,2015,5.6,118,Drama
The Big Wedding,2013,5.6,90,Comedy
Maggie,2015,5.6,95,Drama
Mirror Mirror,2012,5.6,106,Adventure
Paranoia,2013,5.6,106,Drama
The Midnight Sky,2020,5.6,118,Adventure
Love Happens,2009,5.6,109,Drama
What Just Happened,2008,5.6,104,Comedy
Autumn in New York,2000,5.6,103,Drama
Boomerang,1992,5.6,117,Comedy
The Bonfire of the Vanities,1990,5.6,125,Comedy
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,115,Adventure
House at the End of the Street,2012,5.5,101,Drama
Beastly,2011,5.5,86,Drama
The Day the Earth Stood Still,2008,5.5,104,Adventure
High-Rise,2015,5.5,119,Drama
Rumor Has It...,2005,5.5,97,Comedy
Dreamcatcher,2003,5.5,136,Drama
Replicas,2018,5.4,107,Drama
Unfinished Business,2015,5.4,91,Comedy
Stone,2010,5.4,105,Drama
How Do You Know,2010,5.4,121,Comedy
Aloha,2015,5.4,105,Comedy
Laal Singh Chaddha,2022,5.4,159,Comedy
Stomp the Yard,2007,5.4,115,Drama
Jack Frost,1998,5.4,101,Comedy
The Astronaut's Wife,1999,5.4,109,Drama
3 Men and a Little Lady,1990,5.4,104,Comedy
Radhe Shyam,2022,5.3,138,Drama
The Silence,2019,5.3,90,Drama
The Circle,2017,5.3,110,Drama
After,2019,5.3,105,Drama
Annie,2014,5.3,118,Comedy
The Dilemma,2011,5.3,111,Comedy
Twilight,2008,5.3,122,Drama
Honey,2003,5.3,94,Drama
Maid in Manhattan,2002,5.3,105,Comedy
Rocky V,1990,5.3,104,Drama
Zero,2018,5.2,164,Comedy
Alvin and the Chipmunks,2007,5.2,92,Adventure
Queen of the Damned,2002,5.2,101,Drama
Spawn,1997,5.2,96,Action
Pinocchio,2022,5.1,105,Adventure
Toys,1992,5.1,118,Adventure
47 Meters Down: Uncaged,2019,5.0,90,Adventure
Dilwale,2015,5.0,158,Action
The Twilight Saga: Eclipse,2010,5.0,124,Action
Obsessed,2009,5.0,108,Drama
After We Collided,2020,5.0,105,Drama
The Happening,2008,5.0,91,Adventure
Showgirls,1995,5.0,128,Drama
Sliver,1993,5.0,107,Drama
The NeverEnding Story II: The Next Chapter,1990,5.0,90,Adventure
Knock Knock,2015,4.9,99,Drama
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,117,Adventure
Did You Hear About the Morgans?,2009,4.9,103,Comedy
High School Musical 3: Senior Year,2008,4.9,112,Comedy
Shamshera,2022,4.8,178,Action
The Woman in Black 2: Angel of Death,2014,4.8,98,Drama
Godsend,2004,4.8,102,Action
Bharat,2019,4.7,150,Action
IO,2019,4.7,96,Adventure
Bodyguard,2011,4.7,130,Action
In the Land of Blood and Honey,2011,4.7,127,Drama
The Twilight Saga: New Moon,2009,4.7,130,Adventure
The Marine,2006,4.7,92,Action
God's Not Dead,2014,4.6,113,Drama
Driven,2001,4.6,116,Action
Fifty Shades Freed,2018,4.5,105,Drama
Fifty Shades Darker,2017,4.5,118,Drama
Sex and the City 2,2010,4.5,146,Comedy
Hannah Montana: The Movie,2009,4.5,102,Comedy
The Butterfly Effect 2,2006,4.5,92,Drama
The Next Karate Kid,1994,4.5,107,Action
LOL,2012,4.3,97,Comedy
Fifty Shades of Grey,2015,4.1,125,Drama
You Got Served,2004,3.8,95,Drama
Krym,2017,3.7,99,Action
The Room,2003,3.6,99,Drama
Mignonnes,2020,3.5,96,Drama
Spy Kids 4: All the Time in the World,2011,3.5,89,Action
Crossroads,2002,3.5,93,Comedy
365 dni,2020,3.3,114,Drama
Liger,2022,3.0,140,Action
Cats,2019,2.8,110,Comedy
Gunday,2014,2.6,152,Action
Smolensk,2016,1.2,120,Drama
Sadak 2,2020,1.1,133,Action
Back to the Future,1985,8.5,116,Adventure
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,95,Comedy
Le fabuleux destin d'Amélie Poulain,2001,8.3,122,Comedy
Singin' in the Rain,1952,8.3,103,Comedy
Monty Python and the Holy Grail,1975,8.2,91,Adventure
Some Like It Hot,1959,8.2,121,Comedy
To Be or Not to Be,1942,8.2,99,Comedy
It Happened One Night,1934,8.1,105,Comedy
The Circus,1928,8.1,72,Comedy
G.O.R.A.,2004,8.0,127,Adventure
Life of Brian,1979,8.0,94,Comedy
Annie Hall,1977,8.0,93,Comedy
Young Frankenstein,1974,8.0,106,Comedy
Roman Holiday,1953,8.0,118,Comedy
Shaun of the Dead,2004,7.9,99,Comedy
This Is Spinal Tap,1984,7.9,82,Comedy
A Christmas Story,1983,7.9,93,Comedy
The Philadelphia Story,1940,7.9,112,Comedy
Paddington 2,2017,7.8,103,Adventure
Vicky Donor,2012,7.8,126,Comedy
Back to the Future Part II,1989,7.8,108,Adventure
Ferris Bueller's Day Off,1986,7.8,103,Comedy
Le charme discret de la bourgeoisie,1972,7.8,102,Comedy
Mary Poppins,1964,7.8,139,Comedy
To Have and Have Not,1944,7.8,100,Adventure
Bringing Up Baby,1938,7.8,102,Comedy
A Night at the Opera,1935,7.8,96,Comedy
Duck Soup,1933,7.8,69,Comedy
Midnight in Paris,2011,7.7,94,Comedy
The Hangover,2009,7.7,100,Comedy
Office Space,1999,7.7,89,Comedy
Clerks,1994,7.7,92,Comedy
Home Alone,1990,7.7,103,Comedy
Evil Dead II,1987,7.7,84,Comedy
The Purple Rose of Cairo,1985,7.7,82,Comedy
The Goonies,1985,7.7,114,Adventure
Zelig,1983,7.7,79,Comedy
Airplane!,1980,7.7,88,Comedy
Love and Death,1975,7.7,85,Comedy
What We Do in the Shadows,2014,7.6,86,Comedy
Superbad,2007,7.6,113,Comedy
Le dîner de cons,1998,7.6,80,Comedy
Dazed and Confused,1993,7.6,103,Comedy
The Muppet Movie,1979,7.6,95,Adventure
"Play It Again, Sam",1972,7.6,85,Comedy
Kelly's Heroes,1970,7.6,144,Adventure
The Odd Couple,1968,7.6,105,Comedy
Stree,2018,7.5,128,Comedy
Tucker and Dale vs Evil,2010,7.5,89,Comedy
"The Adventures of Priscilla, Queen of the Desert",1994,7.5,104,Comedy
Braindead,1992,7.5,104,Comedy
National Lampoon's Christmas Vacation,1989,7.5,97,Comedy
Beetle Juice,1988,7.5,92,Comedy
Trading Places,1983,7.5,116,Comedy
The Meaning of Life,1983,7.5,107,Comedy
An American Werewolf in London,1981,7.5,97,Comedy
And Now for Something Completely Different,1971,7.5,88,Comedy
